fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.26042245121464336,-0.8849762822886389,-0.21973667890322737,-0.5243530247009174,-0.23213569467319653,0.697319078233647,0.07381724252834432,-0.2555449151706733,-0.1897900655563343,0.05222850982295724,-1.0731070948187154,medium
-0.6602787718671391,-0.9400183298011447,0.9566043371652423,-0.31411869285374694,-0.29417112164499326,0.7941090398225379,-0.0771940389715795,-0.7647932493853581,0.5921959548889315,1.096889459557203,0.555144052273713,medium
-0.5460341088235688,-1.5454808524387085,0.08713489050593846,-0.24404058223802338,-0.7077406347903044,0.3101592318780837,0.07381724252834432,-0.06457678984014437,0.5921959548889315,0.57455898469008,0.45936457303298217,medium
0.6535348531339179,0.3259487629864887,0.8543138140288535,-0.17396247162230016,-0.35620654861679,0.5037391550558654,0.6476601122280549,1.2828094277695905,0.9831889651115644,-0.1799183678957643,-0.8815481363372537,medium
1.2247581683517688,-1.6005228999512144,0.7520232908924648,-0.5243530247009174,-0.23213569467319653,-0.9481102687774972,-0.7416436775712443,0.43406220407844903,-0.6459485774827379,2.2576238481508097,0.3635850937922514,medium
-0.5460341088235688,1.3992686894803523,-0.42431772517600475,1.8583027362336806,0.11939839150031803,0.3101592318780837,1.5537278012275977,0.18474270711912288,-0.9717760860015972,-0.8183222816222478,-0.8176951501767632,medium
-0.6031564403453542,-0.059345569601051654,0.24057067521052158,-0.31411869285374694,-0.3768850242740553,3.40743800272259,0.7080646248280243,-1.3801349865614871,0.2012029446662986,0.9227793012681618,2.3749541578476046,medium
-1.745603070781056,-0.3345558071635809,-0.8334798177215594,-0.24404058223802338,-0.8318114887338978,0.01978934711141121,1.281907494527735,-2.632037141505928,1.5045129787417415,1.270999617846244,3.0454105125327215,high
-0.6031564403453542,2.9679670435867678,-0.9357703408579481,-0.5944311353166409,1.8563903467106249,-0.5609504224219338,1.281907494527735,-0.3085916166513659,-0.059459062148789994,-0.5281386844738466,-1.3604455325409093,high
1.110513505308199,-1.1601865198511678,0.905459075597048,2.6992400636223626,-0.31484959730225887,-1.044900230366388,-1.013463984271107,0.43406220407844903,-0.5156175740751936,0.9227793012681618,2.0876157201254104,medium
-0.3175447827364288,-0.4996819497010982,0.03598962893774437,0.10634997084059396,0.2434692454439115,0.21336927028919286,1.4631210323276433,-0.0964048107285364,-0.5807830757789643,0.05222850982295724,-0.9773276155779845,medium
-0.4889117773017839,1.3167056182115935,-0.37317246360781037,3.8905679440896606,0.20211229412938034,1.3748488093558828,1.372514263427689,1.1342786636236628,-0.7111140791865086,-0.47010196504416624,-1.1688865740594478,medium
-1.5742360762157008,0.46355388176775336,-1.396077694971697,-0.6645092459323643,0.016006013213990138,0.01978934711141121,0.37583980552819196,-1.3164789447846441,1.7651749855568302,-0.8183222816222478,-0.49843021937432896,medium
-0.7174011033889245,1.701999950799134,-1.2937871718353082,1.297677851307893,0.16075534281484918,-1.044900230366388,-1.013463984271107,0.11578199519423421,0.6573614565927051,-0.5281386844738466,0.555144052273713,medium
-0.08905545664928871,-0.7748921872636272,1.110040121869825,-0.17396247162230016,0.22279076978664591,3.0202781563670267,2.610806771727064,0.593202308520527,0.46186495148138723,1.9094035315727276,-0.5942096986150597,medium
1.167635836829984,0.10578057293646591,-0.21973667890322737,0.10634997084059396,0.0573629645285213,0.21336927028919286,0.043614986228359555,1.3889028307309756,-0.5807830757789643,-0.12188164846608392,-0.11531230241140415,medium
-0.1461777881710736,1.5919158557741222,-1.396077694971697,1.0874435194607222,0.1400768671575836,-1.044900230366388,-0.9832617279711224,0.9327011979969836,0.3315339480738429,-0.7602855621925675,-0.785768657096523,high
1.7959814835696197,-1.2702706148761795,1.6726379991199627,-0.38419680346947044,-0.43892045124585205,-0.3673704992441521,-0.5906323960713205,0.6992957114819123,-1.2976035945204594,1.7933300927133669,-0.3068712608928674,medium
0.13943386943785185,-0.22447171213856923,1.212330645006214,-0.38419680346947044,6.901938407083422,0.01978934711141121,0.46644657442814624,0.593202308520527,-1.8189276081506367,2.954064481306973,-1.3604455325409093,low
-0.6602787718671391,-0.829934234776133,0.5474422446196876,0.1764280814563172,-0.41824197558858645,0.697319078233647,-0.13759855157154902,-1.7090245357417935,0.2012029446662986,0.34241210697135854,2.3749541578476046,medium
0.4250455270467773,1.2616635706990875,2.0818000916655177,-0.5944311353166409,6.736510601825297,0.21336927028919286,0.5268510870281158,-0.13884217191313764,-2.666079130299673,3.8826519921818594,-1.2646660533001786,medium
-0.5460341088235688,1.1515794756740758,-1.0380608639943367,-0.5944311353166409,-0.0460294137578066,-0.07700061447747962,0.043614986228359555,-0.9345426941235864,-1.2324380928166858,-1.0504691593409694,-0.4026507401335982,medium
2.3672047987874705,-0.829934234776133,1.6726379991199627,0.03627186022487043,-0.1494217920441342,1.4716387709447738,0.7684691374279938,1.4949962336924199,-1.36276909622423,0.4004488264010389,0.0762466560700574,medium
-0.08905545664928871,-1.8206910900012374,0.8031685524606592,-0.0338062503908531,-0.2528141703304621,1.4716387709447738,0.13422175512831383,-0.032748768951693444,1.439347477037968,0.864742581838482,-0.01953282317067338,medium
-0.7174011033889245,1.8946471170929042,-1.1403513871307254,2.208693289312298,-0.12874331638687064,-1.2384801535441696,-0.9832617279711224,0.688686371185762,0.5921959548889315,-0.8183222816222478,-0.21109178165213663,medium
1.167635836829984,-1.6005228999512144,1.110040121869825,-0.5243530247009174,-0.27349264598772766,-0.9481102687774972,-0.8020481901712138,0.4871089055591417,-0.8414450825940529,2.3156605675804904,0.555144052273713,medium
2.595694124874611,-0.9950603773136506,1.110040121869825,2.2787713999280212,-0.4595989269031176,-1.044900230366388,-0.34901434567144235,2.4498368603450054,-0.7111140791865086,-0.005808209606723142,1.5129388446810241,medium
-0.8316457664324943,-0.059345569601051654,-0.11744615576683876,0.03627186022487043,-0.1494217920441342,-0.5609504224219338,-0.2886098330714728,0.03621194297319523,0.9831889651115644,-0.9343957204816087,0.555144052273713,medium
1.2818804998735536,-0.9400183298011447,1.6214927375517683,-0.24404058223802338,1.3187499796217204,-0.9481102687774972,-0.8624527027711834,0.9645292188854345,-1.753762106446863,2.2576238481508097,-0.9773276155779845,medium
0.3679231955249924,1.5919158557741222,-1.1403513871307254,-0.10388436100657664,-0.1494217920441342,0.9876889630003195,1.4933232886276282,0.720514392074213,0.3315339480738429,-0.7602855621925675,-0.4026507401335982,medium
1.3961251629171245,1.977210188361663,0.13828015207413286,0.03627186022487043,0.9051804664764095,-0.8513203071886063,0.4060420618281767,0.5719836279282264,-2.0795896149657223,3.0121012007366534,-0.21109178165213663,medium
-0.5460341088235688,-0.9400183298011447,0.08713489050593846,0.03627186022487043,-0.02535093810054102,0.9876889630003195,0.7684691374279938,-0.1759748629496343,0.5270304531851608,0.11026522925263763,0.555144052273713,medium
-0.3175447827364288,-0.0043035220885458,-1.3449324334035027,-0.6645092459323643,-0.23213569467319653,-1.2384801535441696,-0.8322504464711986,-0.9451520344197367,-0.9717760860015972,-1.16654259820033,-0.5942096986150597,medium
-0.6602787718671391,-0.16942966462606338,-0.4754629867441991,-0.31411869285374694,-0.35620654861679,-0.3673704992441521,-0.46982337087138143,0.43936687422649473,1.3741819753341973,0.34241210697135854,-0.785768657096523,medium
-0.031933125127502814,-0.0043035220885458,-1.396077694971697,-0.8046654671638113,-0.3768850242740553,-0.9481102687774972,-0.9832617279711224,-0.45181771064924786,-0.3852865706676493,-0.12188164846608392,-0.4026507401335982,medium
-0.8887680979542797,1.564394832017869,-1.396077694971697,-0.9448216883952583,3.6967746802072603,0.01978934711141121,-0.530227883471351,-1.0989874687137688,0.0708719412587543,-0.8763590010519283,-0.5942096986150597,medium
-0.2033001196928585,0.9864533331365584,-1.396077694971697,0.03627186022487043,-0.1701002677013998,-0.46416046083304296,-0.37921660197142715,0.43406220407844903,0.8528579617040201,-0.7602855621925675,-0.8815481363372537,medium
-0.08905545664928871,-0.7198501397511213,0.8543138140288535,0.1764280814563172,0.016006013213990138,-0.46416046083304296,-0.10739629527156426,0.3810155025977564,1.439347477037968,-0.29599180675512504,0.0762466560700574,high
0.25367853248142264,0.43603285801150043,-0.6800440330169764,-0.10388436100657664,-0.43892045124585205,-0.5609504224219338,-0.13759855157154902,0.06273529371354156,-0.7762795808902822,-0.4120652456144858,-0.8815481363372537,low
-0.3175447827364288,0.6011590005490179,-0.8846250792897536,2.4189276211594684,0.5536463803028949,-1.044900230366388,-1.0738684968710768,0.8584358159239903,0.3966994497776165,0.16830194868231738,-0.3068712608928674,medium
-0.3175447827364288,-0.059345569601051654,-0.11744615576683876,-0.454274914085194,-0.1494217920441342,-0.17379057606637047,-0.25840757677148807,0.8584358159239903,0.7876924600002494,-0.06384492903640353,-1.3604455325409093,medium
0.02518920639428207,-0.9400183298011447,0.24057067521052158,-0.24404058223802338,-0.1494217920441342,1.5684287325336643,0.9798849315278872,-0.2024982136899806,-0.059459062148789994,0.34241210697135854,0.555144052273713,low
1.4532474944389093,-0.8849762822886389,1.570347475983574,1.0173654088449988,-0.35620654861679,0.11657930870030205,0.5570533433281005,1.3623794799906295,-0.5807830757789643,0.6906324235494409,-0.3068712608928674,medium
-0.8316457664324943,0.16082262044897175,-1.242641910267114,-0.7345873565480878,-0.0460294137578066,1.9555885788892278,-0.01678952637160997,-0.8284492911622011,1.439347477037968,-0.5281386844738466,0.17202613531078817,medium
-0.5460341088235688,0.2709067154739829,-1.396077694971697,-0.38419680346947044,-0.5009558782176488,-0.8513203071886063,-1.0738684968710768,-0.6162624852394304,0.9180234634077937,-0.47010196504416624,0.842482489995907,medium
0.25367853248142264,0.6011590005490179,-0.5266082483123934,0.24650619207204072,-0.08738636507233748,0.8908990014114287,2.52020000282711,0.7417330726664547,-0.5156175740751936,-0.7022488427628871,-0.785768657096523,low
-0.9458904294760646,-2.0408592800512606,1.8772190453927402,-0.31411869285374694,-0.6043482565039766,0.7941090398225379,0.1644240114282986,-0.9769800553081287,0.2012029446662986,0.2843753875416781,0.7467030107551745,medium
-1.0030127609978499,0.43603285801150043,-1.396077694971697,-0.6645092459323643,-0.39756349993132084,-1.1416901919552789,-1.1644752657710309,-1.4968377298190227,0.1360374429625279,-1.688873073067453,-0.01953282317067338,medium
-0.26042245121464336,0.07825954918021298,-1.0892061255625312,1.0173654088449988,-0.02535093810054102,1.0844789245892104,0.43624431812816145,-0.14945151220922906,0.3315339480738429,0.05222850982295724,0.26780561455151897,medium
-0.8316457664324943,0.5461169530365121,-1.2937871718353082,-0.454274914085194,-0.21145721901593095,0.21336927028919286,-0.5000256271713662,0.17943803697107719,0.5921959548889315,0.5165222652603997,-0.5942096986150597,medium
-0.3175447827364288,-0.3895978546760865,-0.06630089419864438,-0.454274914085194,-0.004672462443275441,0.697319078233647,0.19462626772828337,0.6992957114819123,0.7876924600002494,0.4584855458307193,-1.1688865740594478,medium
-1.3457467501285603,-0.11438761711355751,-1.396077694971697,-0.31411869285374694,-0.5009558782176488,2.342748425244791,0.22482852402826814,-0.9451520344197367,1.5045129787417415,1.561183214994646,0.26780561455151897,medium
2.8241834509617516,-1.0501024248261561,1.2634759065744083,0.4567405239192113,0.11939839150031803,0.11657930870030205,0.19462626772828337,2.4498368603450054,-1.6885966047430923,0.864742581838482,-0.8815481363372537,medium
